char;time_ingame;time_rw;pos;vehicle;subtitles_text;speaker;soundfile
Trevor;08:58:52;17:46:28;1972.606,3817.044,3817.044;;;;
Trevor;08:58:52;17:46:28;1972.606,3817.044,3817.044;;;;
Trevor;08:58:53;17:46:29;1972.606,3817.044,3817.044;;;;
Trevor;08:58:53;17:46:29;1972.606,3817.044,3817.044;;;;
Trevor;08:58:54;17:46:30;1972.606,3817.044,3817.044;;;;
Trevor;08:58:54;17:46:30;1972.606,3817.044,3817.044;;;;
Trevor;08:58:55;17:46:31;1972.606,3817.044,3817.044;;;;
Trevor;08:58:55;17:46:31;1972.606,3817.044,3817.044;;;;
Trevor;08:58:56;17:46:32;1972.606,3817.044,3817.044;;;;
Trevor;08:58:56;17:46:33;1972.606,3817.044,3817.044;;;;
Trevor;08:58:57;17:46:33;1972.606,3817.044,3817.044;;;;
Trevor;08:58:57;17:46:34;1972.606,3817.044,3817.044;;;;
Trevor;08:58:58;17:46:34;1972.606,3817.044,3817.044;;;;
Trevor;08:58:58;17:46:35;1972.606,3817.044,3817.044;;;;
Trevor;08:58:59;17:46:35;1972.606,3817.044,3817.044;;;;
Trevor;08:58:59;17:46:36;1972.606,3817.044,3817.044;;;;
Trevor;08:59:00;17:46:36;1972.606,3817.044,3817.044;;;;
Trevor;08:59:00;17:46:37;1972.606,3817.044,3817.044;;;;
Trevor;08:59:01;17:46:37;1972.606,3817.044,3817.044;;;;
Trevor;08:59:02;17:46:38;1972.606,3817.044,3817.044;;;;
Trevor;08:59:02;17:46:38;1972.606,3817.044,3817.044;;;;
Trevor;08:59:03;17:46:39;1972.606,3817.044,3817.044;;;;
Trevor;08:59:03;17:46:39;1972.606,3817.044,3817.044;;;;
Trevor;08:59:04;17:46:40;1972.606,3817.044,3817.044;;;;
Trevor;08:59:04;17:46:40;1972.606,3817.044,3817.044;;;;
Trevor;08:59:05;17:46:41;1972.606,3817.044,3817.044;;;;
Trevor;08:59:05;17:46:41;1972.606,3817.044,3817.044;;;;
Trevor;08:59:06;17:46:42;1972.606,3817.044,3817.044;;;;
Trevor;08:59:06;17:46:42;1972.606,3817.044,3817.044;;;;
Trevor;08:59:07;17:46:43;1972.606,3817.044,3817.044;;;;
Trevor;08:59:07;17:46:43;1972.606,3817.044,3817.044;;;;
Trevor;08:59:08;17:46:44;1972.606,3817.044,3817.044;;;;
Trevor;08:59:08;17:46:44;1972.606,3817.044,3817.044;;;;
Trevor;08:59:09;17:46:45;1972.606,3817.044,3817.044;;;;
Trevor;08:59:09;17:46:46;1972.606,3817.044,3817.044;;;;
Trevor;08:59:10;17:46:46;1972.606,3817.044,3817.044;;;;
Trevor;08:59:10;17:46:47;1972.606,3817.044,3817.044;;;;
Trevor;08:59:11;17:46:47;1972.606,3817.044,3817.044;;;;
Trevor;08:59:11;17:46:48;1972.606,3817.044,3817.044;;;;
Trevor;08:59:12;17:46:48;1972.606,3817.044,3817.044;;;;
Trevor;08:59:12;17:46:49;1972.606,3817.044,3817.044;;;;
Trevor;08:59:13;17:46:49;1972.606,3817.044,3817.044;;;;
Trevor;08:59:14;17:46:50;1972.606,3817.044,3817.044;;;;
Trevor;08:59:14;17:46:50;1972.606,3817.044,3817.044;;;;
Trevor;08:59:15;17:46:51;1972.606,3817.044,3817.044;;;;
Trevor;08:59:15;17:46:51;1972.606,3817.044,3817.044;;;;
Trevor;08:59:16;17:46:52;1972.606,3817.044,3817.044;;;;
Trevor;08:59:16;17:46:52;1972.606,3817.044,3817.044;;;;
Trevor;08:59:17;17:46:53;1972.606,3817.044,3817.044;;;;
Trevor;08:59:17;17:46:53;1972.606,3817.044,3817.044;;;;
Trevor;08:59:18;17:46:54;1972.606,3817.044,3817.044;;;;
Trevor;08:59:18;17:46:54;1972.606,3817.044,3817.044;;;;
Trevor;08:59:19;17:46:55;1972.606,3817.044,3817.044;;;;
Trevor;08:59:19;17:46:55;1972.606,3817.044,3817.044;;;;
Trevor;08:59:20;17:46:56;1972.606,3817.044,3817.044;;;;
Trevor;08:59:20;17:46:56;1972.606,3817.044,3817.044;;;;
Trevor;08:59:21;17:46:57;1972.606,3817.044,3817.044;;;;
Trevor;08:59:21;17:46:58;1972.606,3817.044,3817.044;;;;
Trevor;08:59:22;17:46:58;1972.606,3817.044,3817.044;;;;
Trevor;08:59:22;17:46:59;1972.606,3817.044,3817.044;;;;
Trevor;08:59:23;17:46:59;1972.606,3817.044,3817.044;;;;
Trevor;08:59:23;17:47:00;1972.606,3817.044,3817.044;;;;
Trevor;08:59:24;17:47:00;1972.606,3817.044,3817.044;;;;
Trevor;08:59:24;17:47:01;1972.606,3817.044,3817.044;;;;
Trevor;08:59:25;17:47:01;1972.606,3817.044,3817.044;;;;
Trevor;08:59:25;17:47:02;1972.606,3817.044,3817.044;;;;
Trevor;08:59:26;17:47:02;1972.606,3817.044,3817.044;;;;
Trevor;08:59:27;17:47:03;1972.606,3817.044,3817.044;;;;
Trevor;08:59:27;17:47:03;1972.606,3817.044,3817.044;;;;
Trevor;08:59:28;17:47:04;1972.606,3817.044,3817.044;;;;
Trevor;08:59:28;17:47:04;1972.606,3817.044,3817.044;;;;
Trevor;08:59:29;17:47:05;1972.606,3817.044,3817.044;;;;
Trevor;08:59:29;17:47:05;1972.606,3817.044,3817.044;;;;
Trevor;08:59:30;17:47:06;1972.606,3817.044,3817.044;;;;
Trevor;08:59:30;17:47:06;1972.606,3817.044,3817.044;;;;
Trevor;08:59:31;17:47:07;1972.606,3817.044,3817.044;;;;
Trevor;08:59:31;17:47:07;1972.606,3817.044,3817.044;;;;
Trevor;08:59:32;17:47:08;1972.606,3817.044,3817.044;;;;
Trevor;08:59:32;17:47:08;1972.606,3817.044,3817.044;;;;
