char;time_ingame;time_rw;pos;vehicle;subtitles_text;speaker;soundfile
Franklin;16:38:57;12:26:40;7.119032,536.6151,536.6151;;;;
Franklin;16:38:57;12:26:41;7.119032,536.6151,536.6151;;;;
Franklin;16:38:58;12:26:41;7.119032,536.6151,536.6151;;;;
Franklin;16:38:58;12:26:42;7.119032,536.6151,536.6151;;;;
Franklin;16:38:59;12:26:42;7.119032,536.6151,536.6151;;;;
Franklin;16:38:59;12:26:43;7.119032,536.6151,536.6151;;;;
Franklin;16:39:00;12:26:43;7.119032,536.6151,536.6151;;;;
Franklin;16:39:00;12:26:44;7.119032,536.6151,536.6151;;;;
Franklin;16:39:01;12:26:44;7.119032,536.6151,536.6151;;;;
Franklin;16:39:01;12:26:45;7.119032,536.6151,536.6151;;;;
Franklin;16:39:02;12:26:45;7.119032,536.6151,536.6151;;;;
Franklin;16:39:02;12:26:46;7.119032,536.6151,536.6151;;;;
Franklin;16:39:03;12:26:47;7.119032,536.6151,536.6151;;;;
Franklin;16:39:03;12:26:47;7.119032,536.6151,536.6151;;;;
Franklin;16:39:04;12:26:48;7.119032,536.6151,536.6151;;;;
Franklin;16:39:04;12:26:48;7.119032,536.6151,536.6151;;;;
Franklin;16:39:05;12:26:49;7.119032,536.6151,536.6151;;;;
Franklin;16:39:05;12:27:41;7.119032,536.6151,536.6151;;;;
Franklin;16:39:58;12:27:42;7.119032,536.6151,536.6151;;;;
Franklin;16:39:59;12:27:42;7.119032,536.6151,536.6151;;;;
Franklin;16:39:59;12:27:43;7.119032,536.6151,536.6151;;;;
Franklin;16:40:00;12:27:43;7.119032,536.6151,536.6151;;;;
Franklin;16:40:00;12:27:44;7.119032,536.6151,536.6151;;;;
Franklin;16:40:01;12:27:44;7.119032,536.6151,536.6151;;;;
Franklin;16:40:01;12:27:45;7.119032,536.6151,536.6151;;;;
Franklin;16:40:02;12:27:45;7.119032,536.6151,536.6151;;;;
Franklin;16:40:02;12:27:46;7.119032,536.6151,536.6151;;;;
Franklin;16:40:03;12:27:46;7.119032,536.6151,536.6151;;;;
Franklin;16:40:03;12:27:47;7.119032,536.6151,536.6151;;;;
Franklin;16:40:04;12:27:53;7.119032,536.6151,536.6151;;;;
Franklin;16:40:09;12:27:53;7.119032,536.6151,536.6151;;;;
Franklin;16:40:10;12:27:54;7.198624,536.8406,536.8406;;;;
Franklin;16:40:11;12:27:54;7.617675,537.9499,537.9499;;;;
Franklin;16:40:11;12:27:55;8.331294,539.5463,539.5463;;;;
Franklin;16:40:12;12:27:55;8.946185,542.7194,542.7194;;;;
Franklin;16:40:12;12:27:56;9.006307,544.0716,544.0716;;;;
Franklin;16:40:13;12:27:56;9.464904,544.0659,544.0659;;;;
Franklin;16:40:13;12:27:57;10.33003,544.3143,544.3143;;;;
Franklin;16:40:14;12:27:57;10.62961,544.3133,544.3133;;;;
Franklin;16:40:14;12:27:58;10.59354,544.4018,544.4018;;;;
Franklin;16:40:15;12:27:58;10.87605,545.6552,545.6552;True,Sports,BUFFALO02,0,0;;;
Franklin;16:40:15;12:27:59;10.87603,545.6551,545.6551;True,Sports,BUFFALO02,0,002054479,0;;;
Franklin;16:40:16;12:27:59;10.87741,545.6563,545.6563;True,Sports,BUFFALO02,0,01577296,0;;;
Franklin;16:40:16;12:28:00;10.8765,545.6553,545.6553;True,Sports,BUFFALO02,0,0;;;
Franklin;16:40:17;12:28:00;10.8765,545.6553,545.6553;True,Sports,BUFFALO02,0,0;;;
Franklin;16:40:17;12:28:01;10.8765,545.6553,545.6553;True,Sports,BUFFALO02,0,0;;;
Franklin;16:40:18;12:28:01;10.8765,545.6553,545.6553;True,Sports,BUFFALO02,0,0;;;
Franklin;16:40:18;12:28:02;10.8765,545.6553,545.6553;True,Sports,BUFFALO02,0,0;;;
Franklin;16:40:19;12:28:03;10.8765,545.6553,545.6553;True,Sports,BUFFALO02,0,0;;;
Franklin;16:40:19;12:28:03;10.8765,545.6553,545.6553;True,Sports,BUFFALO02,0,0;;;
Franklin;16:40:20;12:28:04;10.85512,545.666,545.666;True,Sports,BUFFALO02,0,3927721,1;;;
Franklin;16:40:20;12:28:04;10.11516,546.0299,546.0299;True,Sports,BUFFALO02,1,898461,0;;;
Franklin;16:40:21;12:28:05;9.314745,546.46,546.46;True,Sports,BUFFALO02,2,666262,1;;;
Franklin;16:40:21;12:28:05;7.836512,547.2634,547.2634;True,Sports,BUFFALO02,2,845139,0;;;
Franklin;16:40:22;12:28:06;6.632958,547.6459,547.6459;True,Sports,BUFFALO02,2,06087,0;;;
Franklin;16:40:23;12:28:06;5.791605,547.9777,547.9777;True,Sports,BUFFALO02,2,01317,1;;;
Franklin;16:40:23;12:28:07;4.934647,548.2372,548.2372;True,Sports,BUFFALO02,1,523089,0;;;
Franklin;16:40:24;12:28:07;4.357162,548.4154,548.4154;True,Sports,BUFFALO02,1,284717,1;;;
Franklin;16:40:24;12:28:08;2.748097,548.6271,548.6271;True,Sports,BUFFALO02,5,162742,1;;;
Franklin;16:40:25;12:28:08;-1.652935,548.5659,548.5659;True,Sports,BUFFALO02,11,82763,1;;;
Franklin;16:40:25;12:28:09;-7.222288,546.7557,546.7557;True,Sports,BUFFALO02,10,73568,0;;;
Franklin;16:40:26;12:28:09;-12.15961,543.9749,543.9749;True,Sports,BUFFALO02,11,14435,1;;;
Franklin;16:40:26;12:28:10;-18.01098,540.6101,540.6101;True,Sports,BUFFALO02,15,09735,1;;;
Franklin;16:40:27;12:28:10;-25.35661,537.7104,537.7104;True,Sports,BUFFALO02,15,29747,0;;;
Franklin;16:40:27;12:28:11;-32.82317,536.0494,536.0494;True,Sports,BUFFALO02,14,79445,0;;;
Franklin;16:40:28;12:28:11;-40.29533,534.6696,534.6696;True,Sports,BUFFALO02,16,00398,1;;;
Franklin;16:40:28;12:28:12;-49.24606,534.3425,534.3425;True,Sports,BUFFALO02,19,29197,0;;;
Franklin;16:40:29;12:28:12;-58.71069,535.4996,535.4996;True,Sports,BUFFALO02,18,84226,0;;;
Franklin;16:40:29;12:28:13;-67.92641,536.9216,536.9216;True,Sports,BUFFALO02,18,32115,0;;;
Franklin;16:40:30;12:28:13;-77.91245,537.9539,537.9539;True,Sports,BUFFALO02,21,66579,1;;;
Franklin;16:40:30;12:28:14;-89.77477,538.207,538.207;True,Sports,BUFFALO02,24,22378,0;;;
Franklin;16:40:31;12:28:15;-101.9097,538.318,538.318;True,Sports,BUFFALO02,23,3892,0;;;
Franklin;16:40:31;12:28:15;-113.1379,536.8212,536.8212;True,Sports,BUFFALO02,20,19104,0;;;
Franklin;16:40:32;12:28:16;-122.0461,532.5956,532.5956;True,Sports,BUFFALO02,18,40542,0;;;
Franklin;16:40:32;12:28:16;-129.9333,527.7519,527.7519;True,Sports,BUFFALO02,17,34404,0;;;
Franklin;16:40:33;12:28:17;-137.4282,523.1578,523.1578;True,Sports,BUFFALO02,16,25165,0;;;
Franklin;16:40:34;12:28:17;-144.9289,519.6282,519.6282;True,Sports,BUFFALO02,16,40116,1;;;
Franklin;16:40:34;12:28:18;-154.2865,518.4238,518.4238;True,Sports,BUFFALO02,19,87586,1;;;
Franklin;16:40:35;12:28:18;-164.5604,516.4093,516.4093;True,Sports,BUFFALO02,20,94855,1;;;
Franklin;16:40:35;12:28:19;-175.5625,513.7246,513.7246;True,Sports,BUFFALO02,21,20457,0;;;
Franklin;16:40:36;12:28:19;-186.4143,511.1162,511.1162;True,Sports,BUFFALO02,22,7383,1;;;
Franklin;16:40:36;12:28:20;-198.4526,508.276,508.276;True,Sports,BUFFALO02,23,87924,0;;;
Franklin;16:40:37;12:28:20;-210.0549,505.6466,505.6466;True,Sports,BUFFALO02,22,61629,0;;;
Franklin;16:40:37;12:28:21;-221.5551,504.2087,504.2087;True,Sports,BUFFALO02,22,46319,1;;;
Franklin;16:40:38;12:28:21;-233.9689,503.5763,503.5763;True,Sports,BUFFALO02,24,81367,0;;;
Franklin;16:40:38;12:28:22;-246.2714,504.8033,504.8033;True,Sports,BUFFALO02,23,55647,0;;;
Franklin;16:40:39;12:28:22;-258.4598,506.8736,506.8736;True,Sports,BUFFALO02,23,54801,0;;;
Franklin;16:40:39;12:28:23;-270.302,507.6798,507.6798;True,Sports,BUFFALO02,22,48121,0;;;
Franklin;16:40:40;12:28:23;-281.4866,507.8774,507.8774;True,Sports,BUFFALO02,21,14424,0;;;
Franklin;16:40:40;12:28:24;-291.7786,505.7313,505.7313;True,Sports,BUFFALO02,19,65436,0;;;
Franklin;16:40:41;12:28:25;-300.6232,502.5606,502.5606;True,Sports,BUFFALO02,15,80284,0;;;
Franklin;16:40:41;12:28:25;-307.9258,499.678,499.678;True,Sports,BUFFALO02,14,48283,0;;;
Franklin;16:40:42;12:28:26;-314.4534,496.6707,496.6707;True,Sports,BUFFALO02,13,00731,0;;;
Franklin;16:40:42;12:28:26;-320.267,493.9783,493.9783;True,Sports,BUFFALO02,11,49385,0;;;
Franklin;16:40:43;12:28:27;-325.5137,492.0157,492.0157;True,Sports,BUFFALO02,9,945771,0;;;
Franklin;16:40:43;12:28:27;-330.2805,490.0703,490.0703;True,Sports,BUFFALO02,11,23333,1;;;
Franklin;16:40:44;12:28:28;-335.677,488.3337,488.3337;True,Sports,BUFFALO02,10,19704,0;;;
Franklin;16:40:45;12:28:28;-340.1573,486.5565,486.5565;True,Sports,BUFFALO02,8,410935,0;;;
Franklin;16:40:45;12:28:29;-343.5791,483.2941,483.2941;True,Sports,BUFFALO02,10,84793,0;;;
Franklin;16:40:46;12:28:29;-344.162,478.4615,478.4615;True,Sports,BUFFALO02,8,427456,0;;;
Franklin;16:40:46;12:28:30;-341.3618,475.1136,475.1136;True,Sports,BUFFALO02,10,83333,1;;;
Franklin;16:40:47;12:28:30;-336.6174,471.3178,471.3178;True,Sports,BUFFALO02,11,77349,0;;;
Franklin;16:40:47;12:28:31;-332.1101,467.2204,467.2204;True,Sports,BUFFALO02,12,69219,1;;;
Franklin;16:40:48;12:28:31;-326.7339,462.6741,462.6741;True,Sports,BUFFALO02,13,26318,0;;;
Franklin;16:40:48;12:28:32;-321.7688,458.6942,458.6942;True,Sports,BUFFALO02,9,635951,0;;;
Franklin;16:40:49;12:28:32;-318.2795,455.6867,455.6867;True,Sports,BUFFALO02,9,703222,0;;;
Franklin;16:40:49;12:28:33;-314.6174,452.9278,452.9278;True,Sports,BUFFALO02,8,158009,0;;;
Franklin;16:40:50;12:28:33;-312.1892,450.3346,450.3346;True,Sports,BUFFALO02,5,696733,0;;;
Franklin;16:40:50;12:28:34;-311.8168,447.8069,447.8069;True,Sports,BUFFALO02,4,082186,0;;;
Franklin;16:40:51;12:28:34;-312.4168,445.9519,445.9519;True,Sports,BUFFALO02,4,447273,1;;;
Franklin;16:40:51;12:28:35;-314.2941,443.9059,443.9059;True,Sports,BUFFALO02,5,377928,0;;;
Franklin;16:40:52;12:28:35;-317.6653,443.1875,443.1875;True,Sports,BUFFALO02,8,677427,1;;;
Franklin;16:40:52;12:28:36;-323.2917,442.9162,442.9162;True,Sports,BUFFALO02,10,68304,0;;;
Franklin;16:40:53;12:28:37;-329.4424,441.6072,441.6072;True,Sports,BUFFALO02,13,33596,1;;;
Franklin;16:40:53;12:28:37;-337.006,440.3692,440.3692;True,Sports,BUFFALO02,16,20582,1;;;
Franklin;16:40:54;12:28:38;-346.135,438.3219,438.3219;True,Sports,BUFFALO02,19,4329,1;;;
Franklin;16:40:54;12:28:38;-356.2893,434.7045,434.7045;True,Sports,BUFFALO02,22,01873,1;;;
Franklin;16:40:55;12:28:39;-366.9272,431.2281,431.2281;True,Sports,BUFFALO02,20,71236,0;;;
Franklin;16:40:55;12:28:39;-376.1833,426.9149,426.9149;True,Sports,BUFFALO02,18,33537,0;;;
Franklin;16:40:56;12:28:40;-382.5136,421.4207,421.4207;True,Sports,BUFFALO02,14,5421,0;;;
Franklin;16:40:57;12:28:40;-387.5646,416.2975,416.2975;True,Sports,BUFFALO02,13,37298,1;;;
Franklin;16:40:57;12:28:41;-393.4652,411.2359,411.2359;True,Sports,BUFFALO02,16,20685,1;;;
Franklin;16:40:58;12:28:41;-400.2793,406.808,406.808;True,Sports,BUFFALO02,14,77594,0;;;
Franklin;16:40:58;12:28:42;-406.6749,404.0817,404.0817;True,Sports,BUFFALO02,12,57829,0;;;
Franklin;16:40:59;12:28:42;-413.2034,404.5788,404.5788;True,Sports,BUFFALO02,13,89048,1;;;
Franklin;16:40:59;12:28:43;-421.2617,405.1999,405.1999;True,Sports,BUFFALO02,17,21501,1;;;
Franklin;16:41:00;12:28:43;-430.7785,405.9175,405.9175;True,Sports,BUFFALO02,18,76396,0;;;
Franklin;16:41:00;12:28:44;-440.2065,406.5396,406.5396;True,Sports,BUFFALO02,17,20976,0;;;
Franklin;16:41:01;12:28:44;-448.783,407.1958,407.1958;True,Sports,BUFFALO02,15,84676,0;;;
Franklin;16:41:01;12:28:45;-456.276,405.7117,405.7117;True,Sports,BUFFALO02,14,34885,1;;;
Franklin;16:41:02;12:28:45;-464.0905,402.2075,402.2075;True,Sports,BUFFALO02,18,9105,1;;;
Franklin;16:41:02;12:28:46;-473.7844,399.3103,399.3103;True,Sports,BUFFALO02,18,79302,0;;;
Franklin;16:41:03;12:28:46;-482.7754,399.9159,399.9159;True,Sports,BUFFALO02,16,67486,0;;;
Franklin;16:41:03;12:28:47;-490.1658,403.6234,403.6234;True,Sports,BUFFALO02,16,31207,1;;;
Franklin;16:41:04;12:28:47;-498.0633,408.5768,408.5768;True,Sports,BUFFALO02,19,75518,1;;;
Franklin;16:41:04;12:28:48;-506.3654,414.5941,414.5941;True,Sports,BUFFALO02,19,0833,0;;;
Franklin;16:41:05;12:28:49;-513.3728,420.8822,420.8822;True,Sports,BUFFALO02,17,32073,0;;;
Franklin;16:41:05;12:28:49;-518.4268,427.4619,427.4619;True,Sports,BUFFALO02,13,25884,0;;;
Franklin;16:41:06;12:28:50;-522.0577,432.851,432.851;True,Sports,BUFFALO02,11,68774,0;;;
Franklin;16:41:06;12:28:50;-525.7881,436.9467,436.9467;True,Sports,BUFFALO02,9,82341,0;;;
Franklin;16:41:07;12:28:51;-529.9446,440.623,440.623;True,Sports,BUFFALO02,11,40055,0;;;
Franklin;16:41:07;12:28:51;-534.2709,442.2177,442.2177;True,Sports,BUFFALO02,7,454374,0;;;
Franklin;16:41:08;12:28:52;-537.5684,440.5945,440.5945;True,Sports,BUFFALO02,8,025245,0;;;
Franklin;16:41:09;12:28:52;-539.3014,436.7471,436.7471;True,Sports,BUFFALO02,10,20138,1;;;
Franklin;16:41:09;12:28:53;-539.4688,430.9673,430.9673;True,Sports,BUFFALO02,11,80198,1;;;
Franklin;16:41:10;12:28:53;-537.7709,424.1852,424.1852;True,Sports,BUFFALO02,15,60306,1;;;
Franklin;16:41:10;12:28:54;-536.7554,415.3495,415.3495;True,Sports,BUFFALO02,19,51431,1;;;
Franklin;16:41:11;12:28:54;-535.2836,404.5152,404.5152;True,Sports,BUFFALO02,23,61983,1;;;
Franklin;16:41:11;12:28:55;-534.1823,392.5195,392.5195;True,Sports,BUFFALO02,23,79635,0;;;
Franklin;16:41:12;12:28:55;-533.5809,380.6182,380.6182;True,Sports,BUFFALO02,22,73571,0;;;
Franklin;16:41:12;12:28:56;-534.0002,369.17,369.17;True,Sports,BUFFALO02,21,58679,0;;;
Franklin;16:41:13;12:28:56;-533.7189,358.3398,358.3398;True,Sports,BUFFALO02,20,08105,0;;;
Franklin;16:41:13;12:28:57;-534.0928,348.4449,348.4449;True,Sports,BUFFALO02,18,03804,0;;;
Franklin;16:41:14;12:28:57;-535.3983,339.5781,339.5781;True,Sports,BUFFALO02,16,14854,0;;;
Franklin;16:41:14;12:28:58;-535.8575,331.7975,331.7975;True,Sports,BUFFALO02,14,2176,0;;;
Franklin;16:41:15;12:28:58;-536.4916,324.8596,324.8596;True,Sports,BUFFALO02,13,32065,1;;;
Franklin;16:41:15;12:28:59;-537.4426,317.1494,317.1494;True,Sports,BUFFALO02,15,47035,0;;;
Franklin;16:41:16;12:28:59;-537.9421,309.6565,309.6565;True,Sports,BUFFALO02,13,50016,0;;;
Franklin;16:41:16;12:29:00;-538.462,303.2343,303.2343;True,Sports,BUFFALO02,11,6175,0;;;
Franklin;16:41:17;12:29:00;-539.0535,297.7668,297.7668;True,Sports,BUFFALO02,9,514096,0;;;
Franklin;16:41:17;12:29:01;-539.4088,293.2588,293.2588;True,Sports,BUFFALO02,7,700614,0;;;
Franklin;16:41:18;12:29:02;-539.7025,289.7335,289.7335;True,Sports,BUFFALO02,5,844247,0;;;
Franklin;16:41:18;12:29:02;-539.7983,287.0023,287.0023;True,Sports,BUFFALO02,5,648813,1;;;
Franklin;16:41:19;12:29:03;-539.9072,284.2845,284.2845;True,Sports,BUFFALO02,4,743218,0;;;
Franklin;16:41:19;12:29:03;-539.9962,282.2528,282.2528;True,Sports,BUFFALO02,3,078575,0;;;
Franklin;16:41:20;12:29:04;-540.0782,281.1035,281.1035;True,Sports,BUFFALO02,1,261523,0;;;
Franklin;16:41:21;12:29:04;-540.1304,280.8307,280.8307;True,Sports,BUFFALO02,0,003584182,0;;;
Franklin;16:41:21;12:29:05;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:22;12:29:05;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:22;12:29:06;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:23;12:29:06;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:23;12:29:07;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:24;12:29:07;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:24;12:29:08;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:25;12:29:08;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:25;12:29:09;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:26;12:29:09;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:26;12:29:10;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:27;12:29:10;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:27;12:29:11;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:28;12:29:11;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:28;12:29:12;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:29;12:29:12;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:29;12:29:13;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:30;12:29:14;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:30;12:29:14;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:31;12:29:15;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:31;12:29:15;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:32;12:29:16;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:33;12:29:16;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:33;12:29:17;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:34;12:29:17;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:34;12:29:18;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:35;12:29:18;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:35;12:29:19;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:36;12:29:19;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:36;12:29:20;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:37;12:29:20;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:37;12:29:21;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:38;12:29:21;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:38;12:29:22;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:39;12:29:22;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:39;12:29:23;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:40;12:29:23;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:40;12:29:24;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:41;12:29:25;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:41;12:29:25;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:42;12:29:26;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:42;12:29:26;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
Franklin;16:41:43;12:29:27;-540.1298,280.8313,280.8313;True,Sports,BUFFALO02,0,0;;;
