char;time_ingame;time_rw;pos;vehicle;subtitles_text;speaker;soundfile
Michael;09:06:18;15:33:16;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;I knew it! I knew it! The mask was gonna slip. The monster's been exposed!;MICHAEL;FAM5_BYAG
Michael;09:06:19;15:33:17;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;The hell are you talking about?;MICHAEL;FAM5_BYAG
Michael;09:06:19;15:33:17;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:20;15:33:18;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:20;15:33:18;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;The real you! That bitter, vindictive old man.;JIMMY;FAM5_BYAH
Michael;09:06:21;15:33:19;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:21;15:33:19;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:22;15:33:20;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:22;15:33:20;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:23;15:33:21;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:23;15:33:21;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:24;15:33:22;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:24;15:33:22;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;You pretend you're being a father, but you hate me, don't you?;JIMMY;FAM5_BYAU
Michael;09:06:25;15:33:23;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:25;15:33:23;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
Michael;09:06:26;15:33:24;-806.4892,-51.72831,-51.72831;True,Sedans,TAILGATE,0,0;;;
