char;time_ingame;time_rw;pos;vehicle;subtitles_text;speaker;soundfile
Trevor;18:51:05;10:58:21;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:51:06;10:58:21;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:51:07;10:58:22;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:51:07;10:58:22;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:51:08;10:58:23;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:51:08;10:59:04;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:51:49;10:59:04;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:51:49;10:59:05;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:51:50;10:59:05;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:51:50;10:59:06;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:53:19;11:00:34;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:53:22;11:00:37;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:53:22;11:00:37;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:53:23;11:00:38;-888.0846,-836.0136,-836.0136;True,OffRoad,BODHI2,0,0;;;
Trevor;18:53:24;11:00:39;-888.0869,-836.0078,-836.0078;True,OffRoad,BODHI2,0,1241355,1;;;
Trevor;18:53:25;11:00:40;-888.1265,-835.988,-835.988;True,OffRoad,BODHI2,0,02644224,1;;;
Trevor;18:53:25;11:00:40;-887.6532,-835.994,-835.994;True,OffRoad,BODHI2,2,220173,1;;;
Trevor;18:53:26;11:00:41;-885.5031,-835.7989,-835.7989;True,OffRoad,BODHI2,6,328763,1;;;
Trevor;18:53:26;11:00:41;-882.4424,-835.7875,-835.7875;True,OffRoad,BODHI2,4,797729,0;;;
Trevor;18:53:27;11:00:42;-880.5085,-835.7855,-835.7855;True,OffRoad,BODHI2,2,68116,0;;;
Trevor;18:53:27;11:00:42;-879.6699,-835.7916,-835.7916;True,OffRoad,BODHI2,0,5759439,0;;;
Trevor;18:53:28;11:00:43;-879.6368,-835.793,-835.793;True,OffRoad,BODHI2,0,0;;;
Trevor;18:53:28;11:00:43;-879.6368,-835.793,-835.793;True,OffRoad,BODHI2,0,0;;;
Trevor;18:53:29;11:00:44;-879.6368,-835.793,-835.793;True,OffRoad,BODHI2,0,0;;;
Trevor;18:53:29;11:00:44;-879.634,-835.7938,-835.7938;True,OffRoad,BODHI2,0,07615954,1;;;
Trevor;18:53:30;11:00:45;-879.5518,-835.7934,-835.7934;True,OffRoad,BODHI2,0,01274362,0;;;
Trevor;18:53:30;11:00:45;-879.5514,-835.7932,-835.7932;True,OffRoad,BODHI2,0,02849382,1;;;
Trevor;18:53:31;11:00:46;-879.5278,-835.7975,-835.7975;True,OffRoad,BODHI2,0,003900158,0;;;
Trevor;18:53:31;11:00:47;-879.5273,-835.7974,-835.7974;True,OffRoad,BODHI2,0,02532719,1;;;
